EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
77662              21  -0.00676907285     0.571925756     0.215472225      4.14694011      2.79873196     0.999237824     0.999161606      4.53954324     0.998583096     0.998491683      1.20925957     0.984016542     0.982985351   0.00716649744     0.971740505      14.3608721      1.74658586     0.999436563
77699              20    0.0188747079      0.48130506    0.0903543852      4.05394619      6.62020089     0.999649285     0.999611708      4.26477631     0.999378642     0.999335789     0.833309731      0.97879578      0.97733342   0.00261924047     0.989577707      11.4589489      1.70301493     0.998259128
77881              21   0.00319725026     0.438429347     0.374736311 3.13672939e-005      2.79622959     0.976535103     0.974188614      2.37060351     0.891289291     0.884275697      0.37473403     0.976535103     0.975021239     0.339501603     0.243140363      1.28604004     0.912482539     0.979393482
77899              17    0.0139778307     0.476512748    0.0474704713      4.27957369      4.63241928     0.999793725      0.99976682      4.39811645     0.999738904     0.999717145     0.806248741     0.984196562     0.982879609   0.00192601904     0.992325515      11.8993826      1.71076972     0.998584324
77937              17     0.050884512    0.0502218225    -0.099351266      1.32369602     0.248010668       0.3370411       0.2505682     0.219126593    0.0711881499  -0.00621283766  -0.00307030243    0.0721368735  -0.00518505373      0.50702699     0.107005038    0.0280843533    -0.059445335    0.0835602105
77947              20    0.0178009174   0.00940550944   -0.0246367491     0.720270463     0.280371362     0.748098543     0.721109101      0.40247926      0.60807563     0.581046364   0.00921991047     0.468278017     0.431607535     0.202084464     0.440599372    0.0247298412     0.208552478     0.313623834
78110              18    0.0188621808     0.369594123     0.159268884 9.76546448e-005      2.81875874     0.946986927     0.940625358      1.60962598     0.890827557     0.882429677     0.159273425     0.946986926     0.942908998   0.00752005111     0.970367152     0.400230282     0.648393021     0.965178321
78304              25   0.00181941608     0.504903268     0.118939973      3.73103695      5.98936489     0.999910762     0.999903527       3.9921805     0.999675143     0.999658045     0.853016482     0.989870887     0.989337776   0.00198949263       0.9920736      11.6686026      1.78420088     0.999688105
78354              21   -0.0199138151     0.661678325     0.735251417      1.19931782      2.39250158     0.996139729     0.995753701      3.70725223     0.978421965     0.977029834     0.811460062     0.995925075     0.995662176     0.162512768     0.518992315      4.05113012      1.15446923     0.996468049
78412              23   0.00639482439               0  -0.00967925424     0.402672618    0.0494136791    -0.199699906    -0.308763534     0.164836153     0.503126504     0.473898651    0.0020202649     0.502675454     0.473421069     0.146686235     0.553768571    0.0074685182      0.15203085     0.444240146
78478              17   0.00265331051     0.563831981    0.0218402332      4.64604204      5.19699832     0.999964296     0.999959638        4.701016     0.999954721     0.999950948     0.837292864     0.984941225     0.983686327 5.82824078e-005     0.999766898      19.5508171       1.9293477     0.999893471
78529              19   0.00579628967     0.438012492     0.333714813 1.45734003e-005     0.592326147     0.975588001     0.972875557      2.45366512     0.916924027     0.910990029     0.333713377     0.975588001     0.973844287    0.0265506339     0.899220051      1.05944256      0.87635366     0.979168195
78559              24    0.0130613155     0.232818797     0.169680563      1.34261018    0.0913656395     0.995287312     0.994883368      2.14162042     0.983540564     0.982626151     0.270469981     0.990769561     0.990256759    0.0017634736     0.992970919      1.21302394      1.06213269     0.991513016
78615              24  -0.00258807792     0.450383607     0.396151796      1.83378693      1.40089433     0.999383293     0.999330432      3.17191003     0.992029572      0.99158677     0.575817137     0.997708786     0.997581496    0.0756154673     0.738569319      3.19494512      1.21451668     0.999424112
78619              27   0.00867626026     0.341845067     0.295815848     0.419490325     0.588436275     0.998696489     0.998598725      2.08302299     0.970110945     0.968652942     0.307594372     0.998648452     0.998582522     0.133596422     0.584148871      1.14263286     0.931604106     0.998412924
78635              24  -0.00414654112     0.243190978     0.152868807      1.75583104      2.60404121     0.999917869      0.99991083      2.40045334      0.99811791     0.998013349     0.305981768     0.997843301     0.997723484    0.0223836171     0.914343072      2.45704321      1.43395336     0.999903168
78721              17    0.0124915803     0.213532255    0.0930695799 7.48420587e-005      1.11927354     0.837044182     0.815789075      1.18147663     0.722598743     0.699481971    0.0930748602      0.83704418     0.823464528    0.0251636011     0.904226264     0.218326443     0.624143258     0.878591099
78723              21   0.00386339827     0.203303878    0.0960027733      2.10399346     0.307134073        0.999905       0.9998955      2.52169836     0.998408086     0.998305381     0.289479238     0.992992257     0.992540144   0.00147034194     0.994135889      2.67520823      1.46562285     0.998813775
78728              24    0.0474144905     0.755877338     0.352262048      4.21704116      7.44930803     0.999402118     0.999350871      4.88310032     0.998069245     0.997961981      1.28812899     0.989013508     0.988403148    0.0211996756     0.918685524       9.4805636      1.36789259     0.995650579
78798              31    0.0015001622     0.346998936     0.348235613      1.11078484      1.59668514     0.999600042     0.999574513      2.35706937     0.991485692     0.991130929     0.437068086     0.999009206     0.998967922   0.00724701455     0.971427572      1.98632185      1.09916143     0.999494505
78908              19    0.0626539065     0.629696768      0.16543616 2.59214962e-005     0.710360736     0.757358752     0.730398614      1.48525715     0.680028637      0.65717354     0.165424659     0.757358752     0.740027235    0.0313769201      0.88201264     0.404139739     0.446216207     0.811094458
79056              22    0.0113485848    0.0136800474  -0.00225579236 2.41551511e-005   0.00172442456     0.239586612     0.168297857 3.30770177e-005     0.140214704    0.0881065037  -0.00224989176     0.239584715      0.19349894     0.236427847     0.381384121   0.00903498875   -0.0500089192     0.177088372
79061              17    0.0137675201     0.278940623    0.0232192595      3.24409088      4.81366296     0.999723248      0.99968715      3.31560893      0.99963797     0.999607801     0.502601475     0.960198813     0.956882047     0.002910965     0.988423635      7.08241055      1.72401125     0.996508909
79069              22    0.0395914004      0.33386781     0.112032386 1.09299048e-005     0.547532184     0.800432824     0.781723401      1.27378538      0.70775747     0.690045801      0.11203732     0.800432815     0.788337834     0.012951797     0.949509176     0.276292837     0.471286946     0.851831729
79133              19    0.0315996678     0.495163292     0.363780314 2.71894663e-005      2.50729106     0.956715858     0.951906509      2.46104732      0.86481395     0.855157803     0.363774286     0.956715858     0.953624134    0.0583358129     0.791671704     0.996000338     0.728540615      0.97278813
79188              26  -0.00184009459     0.409511513     0.397591592 1.07792981e-005      3.63256784     0.998801938     0.998707354      2.23572644     0.956900626     0.954690402     0.397591682     0.998801937     0.998740498   0.00858266679     0.966251129      1.57351227     0.998748307     0.998759593
79311              19    0.0338720228   0.00455907763  -0.00741328306 3.86886059e-006     0.164843752     0.225941725      0.13993525 2.26710965e-005     0.146912067    0.0859772147  -0.00740346783      0.22594158     0.170651692    0.0959952492     0.680336987    0.0262589388   -0.0602464156     0.180470814
79330              21   0.00764484801     0.113271476     0.100164217 1.73526102e-005     0.476403814     0.971943202     0.969137522      1.22875851     0.916205733     0.910799652     0.100165555       0.9719432     0.970133083    0.0125385509     0.951080253     0.288948156     0.758717036     0.978286291
79443              17    0.0116577543     0.697221908     0.348227256      3.79893183      1.55393327      0.99992438     0.999914516       4.7486647     0.998235035     0.998087954     0.897135603     0.995190709     0.994789935   0.00618609383     0.975558949      6.97867262      1.34369748     0.998864903
